Timestamp,Location,PM2.5,PM10,NO2,CO,O3,Temperature,Humidity
03-03-2025 05:00,Suburban,38.15926514,54.10067149,37.72651879,0.975417229,33.10845573,27.7383742,59.15628596
03-03-2025 06:00,Rural,33.13536284,69.19738562,28.46301559,0.691961999,29.27887495,29.74096549,56.60800049
03-03-2025 07:00,Suburban,22.80075265,27.69043335,19.71759927,0.605099695,35.53175767,18.12542559,38.94085945
03-03-2025 08:00,Suburban,6.702348502,87.77427962,31.23060126,0.609796989,26.96450382,15.18081426,65.84689009
03-03-2025 09:00,Urban,34.00491498,80.9432924,20.76205061,0.265720701,31.71365024,28.48922018,43.94326769
03-03-2025 10:00,Rural,38.15802101,80.0294337,21.39874446,0.992186867,17.72279018,20.24263528,61.797893
03-03-2025 11:00,Urban,33.37486581,123.7764301,29.79756252,0.318066939,42.64086999,22.74591076,63.54218952
03-03-2025 12:00,Urban,33.7252478,72.62483458,7.226157382,0.988723066,25.38669638,20.31599367,63.9179358
03-03-2025 13:00,Suburban,36.61302067,43.46332854,21.77937554,0.90404427,30.60897212,22.23119385,34.42654738
03-03-2025 14:00,Urban,43.55818852,98.19221097,24.71560626,0.95372247,34.91453774,25.94367558,48.26241478
03-03-2025 15:00,Urban,40.78716829,72.3642501,21.33577754,0.919083986,19.89103105,29.25725725,54.57367625
03-03-2025 16:00,Rural,58.24386979,84.0693875,17.15851703,0.746396273,43.00096484,19.77904123,66.04116286
03-03-2025 17:00,Rural,23.20067759,68.43920672,30.6441302,0.790313852,29.54138192,21.30537444,35.12215071
03-03-2025 18:00,Rural,63.31463746,85.71336916,19.29215906,0.385970617,24.08597531,21.48227195,73.65207895
03-03-2025 19:00,Rural,50.44681021,72.55542392,15.49483341,0.141852625,35.1980228,19.47210379,71.12141064
03-03-2025 20:00,Suburban,68.0781276,75.18541208,43.08788344,0.785636269,34.48836458,17.05589128,50.38987311
03-03-2025 21:00,Urban,35.31469318,69.41146546,9.667385325,0.694886186,24.09911057,26.58421476,67.98388487
03-03-2025 22:00,Urban,24.2711041,70.83303473,31.49851772,0.660384488,35.88602417,28.29469756,54.90075802
03-03-2025 23:00,Suburban,27.59353585,53.08129148,23.38829141,0.364757232,34.38703993,17.71235616,33.59017005
04-03-2025 00:00,Rural,31.21187511,106.9407449,26.67807668,0.382742571,15.91743638,22.31210342,70.22314369
04-03-2025 01:00,Suburban,41.32651565,55.384968,37.34694941,0.431488939,42.23144155,34.57537057,52.73241214
04-03-2025 02:00,Rural,48.99675014,81.23290398,24.72824295,1.175604548,31.15731482,26.11396462,35.07288057
04-03-2025 03:00,Rural,32.44650961,30.0776451,0.441470633,1.161158792,37.01671792,22.50909267,44.1075661
04-03-2025 04:00,Suburban,32.30418561,97.04446516,34.05442613,1.003432182,18.63968276,25.35537186,38.04174571
04-03-2025 05:00,Suburban,16.76519118,49.40180142,32.8995229,0.820194186,30.61908696,35.91793002,55.88485477
04-03-2025 06:00,Suburban,49.85100992,74.16204578,20.25579802,1.025202876,26.24430858,19.33268701,75.18570235
04-03-2025 07:00,Suburban,12.97982672,66.49506916,23.17036356,0.480815334,34.15706203,15.3995624,57.61829833
04-03-2025 08:00,Urban,0,67.01088692,25.18289516,0.738586933,18.91063337,26.41333352,72.02491627
04-03-2025 09:00,Rural,38.72195524,43.45326861,31.51302358,0.92959107,31.17712685,21.74988668,38.68230578
04-03-2025 10:00,Urban,51.46652398,65.11578928,43.1219027,0.447424785,42.18985318,22.81065023,53.81115783
04-03-2025 11:00,Rural,67.15372875,76.91524026,42.05785255,0.753948228,22.5435255,28.12847604,47.32593252
04-03-2025 12:00,Suburban,39.30289002,52.30238046,40.39267695,0.872749058,3.741558174,18.38573418,39.35798248
04-03-2025 13:00,Urban,54.64252253,56.05638459,7.283179585,0.306931063,33.4655004,20.0252902,47.84543855
04-03-2025 14:00,Urban,46.41022219,68.20345158,14.6083277,0.387382258,31.87539897,32.37523236,73.42000435
04-03-2025 15:00,Suburban,36.42305696,63.40961023,25.53849307,0.757077131,6.269022332,17.34624386,79.8230886
04-03-2025 16:00,Suburban,70.16556267,61.62465194,29.69416942,1.405501407,36.90971916,20.8351139,34.52295267
04-03-2025 17:00,Suburban,56.46881404,54.63252915,26.53040283,0.748688732,28.2583808,18.91141111,64.01352297
04-03-2025 18:00,Suburban,36.47842469,61.78879673,19.22930867,1.052229362,21.37428467,29.58718748,62.15997441
04-03-2025 19:00,Suburban,50.013802,61.75886337,30.28497929,0.538675743,14.13182598,18.58871635,68.56335269
04-03-2025 20:00,Rural,29.39348498,97.59210892,20.93219562,0.707024078,16.17442267,22.74497712,69.55826703
04-03-2025 21:00,Urban,20.57161795,78.41963564,24.17615523,0.925877298,30.00366706,35.75792936,63.66352002
04-03-2025 22:00,Suburban,45.35100946,68.73141586,37.41844505,0.741868733,27.14489623,18.98399138,30.4145478
04-03-2025 23:00,Urban,53.30996185,80.08543831,44.72025464,0.950230619,13.52184669,21.95651677,76.18673389
05-03-2025 00:00,Rural,21.10158326,72.54966832,34.71693628,0.414639243,44.2513833,20.90744061,59.62444587
05-03-2025 01:00,Rural,51.89135982,112.7155343,18.25198112,0.838778739,28.67683477,26.2045061,55.54297866
05-03-2025 02:00,Rural,55.48507796,73.77162745,34.96721255,0.441520275,45.12067436,27.13122823,71.44255703
05-03-2025 03:00,Rural,32.77154707,79.1080135,18.89081386,0.537876921,15.12402284,29.20540465,78.49616971
05-03-2025 04:00,Urban,46.04403706,95.56951891,38.00958881,0.342239132,25.18496125,22.11901729,69.3775307
05-03-2025 05:00,Suburban,49.59351519,53.60606967,2.866857128,0.599924647,38.95670486,27.19197521,41.93763097
05-03-2025 06:00,Suburban,21.77186905,77.80598111,18.85316092,0.74551388,21.9032485,21.63341819,35.51766213
05-03-2025 07:00,Urban,41.51346087,85.72668666,36.75011012,0.582759775,28.17019896,16.51552091,46.81589693
05-03-2025 08:00,Urban,46.38138479,62.70599855,40.25467112,0.852049913,39.32793217,23.40050604,57.58861368
05-03-2025 09:00,Suburban,26.05421966,58.50785976,18.26075203,0.436243816,6.33026444,16.29416359,42.2553245
05-03-2025 10:00,Urban,38.9320859,77.03503486,16.24933329,0.342886874,5.611595343,15.35353064,56.93305969
05-03-2025 11:00,Urban,26.82386683,70.62371011,26.73928168,0.835217821,25.39588471,18.40046752,62.96340935
05-03-2025 12:00,Urban,9.602539436,30.73075376,16.23115288,0.610999774,51.57464796,30.63914726,77.99157589
05-03-2025 13:00,Rural,36.03118378,81.68790767,27.04757464,0.542799068,27.33222626,22.68990611,45.51591426
05-03-2025 14:00,Rural,16.81064005,67.81189911,19.50109888,0.445475702,39.33759641,28.12479187,35.57338339
05-03-2025 15:00,Urban,42.37742725,43.94869942,23.34074294,0.585825696,27.14682032,31.28580737,41.5446894
05-03-2025 16:00,Urban,20.04057665,56.36364674,34.3883879,0.503315181,24.2574964,26.11647488,54.39216419
05-03-2025 17:00,Urban,43.73527063,63.08513382,36.33000153,0.839663195,38.81194372,24.78458914,76.72405885
05-03-2025 18:00,Urban,47.13403992,78.88825743,17.30394017,0.195234351,32.50524486,25.8722672,37.13420156
05-03-2025 19:00,Suburban,41.88794914,101.2390186,13.5381995,0.79845546,29.14639632,22.19763157,50.94639612
05-03-2025 20:00,Urban,12.61843847,87.33165294,3.897593031,0.616541807,33.89016944,24.69253454,72.18266895
05-03-2025 21:00,Urban,34.98867796,41.07713854,22.40808933,0.846070801,31.49011662,37.6413626,55.7523746
05-03-2025 22:00,Urban,31.28288775,99.25171536,30.30960458,0.788969655,31.24504688,23.38094508,69.72651584
05-03-2025 23:00,Rural,22.91304969,69.95738036,31.47609253,0.910572234,38.32304913,23.34683408,58.50845535
06-03-2025 00:00,Suburban,33.89451443,66.48080651,17.85982148,1.210176959,15.52931675,21.22413191,59.13166422
06-03-2025 01:00,Rural,50.47930156,55.83313376,13.20415938,0.617914359,40.83726997,29.52759368,31.90445933
06-03-2025 02:00,Urban,15.06817087,94.49859251,35.34262839,0.719665429,42.0579935,24.23374105,39.28129713
06-03-2025 03:00,Suburban,60.26488107,72.29841259,29.74324456,1.101044121,27.06940868,23.28519007,59.92572919
06-03-2025 04:00,Urban,35.75896408,69.33274787,23.6101388,1.334053196,24.5842655,21.90595887,78.1959746
06-03-2025 05:00,Urban,51.61796568,85.51618036,32.31301291,0.716004104,21.82075339,19.34374001,33.71093138
06-03-2025 06:00,Rural,22.55496509,76.44237636,34.3469542,1.585657203,29.65622396,22.94381523,57.80051296
06-03-2025 07:00,Rural,12.96661036,44.15365812,20.50742102,0.950385465,28.81031448,25.00214795,51.61131984
06-03-2025 08:00,Urban,57.34385433,79.66152223,16.8910158,0.961748834,38.12883869,23.48897616,72.25299647
06-03-2025 09:00,Suburban,19.67452677,49.71140907,29.75528818,0.450569661,23.57682745,22.17352067,61.88588411
06-03-2025 10:00,Rural,19.30067901,67.46487604,34.39092153,0.798120612,23.51801077,23.69438933,61.29148847
06-03-2025 11:00,Suburban,14.47018648,66.0652535,22.33432517,0.795611302,40.49331866,27.13619509,70.67211546
06-03-2025 12:00,Urban,31.26255017,49.05188386,23.22708352,0.814909579,28.60498267,24.35081018,77.41132885
06-03-2025 13:00,Urban,51.52694127,105.534886,38.50781157,1.257850041,37.64425479,24.37283795,32.96798894
06-03-2025 14:00,Urban,22.57269027,78.94985379,31.35581057,0.263665992,14.73874515,32.29774204,41.66757897
06-03-2025 15:00,Urban,27.31722344,76.21471912,16.35387943,0.568602593,15.3664224,33.0395287,74.78733786
06-03-2025 16:00,Suburban,31.03639973,63.23423165,45.58307838,0.391084414,33.21757949,29.53684278,65.12203917
06-03-2025 17:00,Rural,27.6839927,59.02969127,24.52276125,0.461466241,30.79635389,25.63939903,68.26121508
06-03-2025 18:00,Rural,29.66315464,89.33233343,47.60905511,0.631155029,26.65094013,26.2882119,53.28769265
06-03-2025 19:00,Suburban,50.376664,75.07709845,20.55232473,0.092251065,21.02367222,31.30299306,70.59300199
06-03-2025 20:00,Rural,73.72762651,49.26088912,22.74681238,0.768177566,20.86818885,27.8254782,77.61523527
06-03-2025 21:00,Suburban,43.67240335,88.3346217,23.79920569,1.077698096,16.68345114,21.52303127,53.21484998
06-03-2025 22:00,Rural,26.97666314,70.48062103,36.28312018,0.525273629,50.32560043,31.72755371,68.52872881
06-03-2025 23:00,Suburban,48.65550802,59.50307616,25.18264364,0.549496416,42.03670543,25.61710255,39.74718088
07-03-2025 00:00,Urban,36.41741616,41.33141771,18.97710136,0.670140035,17.39214895,25.08252871,32.96402375
07-03-2025 01:00,Rural,52.49780152,70.94156665,18.69714552,0.330706613,25.7053231,18.80971559,71.93249486
07-03-2025 02:00,Rural,43.66876652,78.51327522,34.77306604,0.797663107,27.8592705,20.86264938,53.88887024
07-03-2025 03:00,Rural,15.29306601,99.4137315,34.52942991,0.392293736,15.97780644,26.09617063,32.2785367
07-03-2025 04:00,Rural,44.59411542,81.25459306,31.21737501,0.833177228,24.60332865,16.25895041,52.72709697
07-03-2025 05:00,Rural,33.39203686,93.13176734,23.41857167,0.402604514,15.09281224,28.36545441,54.70522764
07-03-2025 06:00,Urban,32.02546463,58.12133727,32.88930788,0.118203749,22.49718608,22.92500431,43.1070244
07-03-2025 07:00,Rural,41.41960306,72.11963592,4.063635158,0.363673645,16.96828363,28.71181344,36.94800688
07-03-2025 08:00,Urban,4.658664078,91.13484011,14.25135072,0.364612623,30.02065286,27.76025226,51.59986407
07-03-2025 09:00,Suburban,14.74582463,48.12039364,24.05947776,0.892462883,31.19222012,25.43200698,39.32925391
07-03-2025 10:00,Urban,13.45042369,79.81192473,27.34958491,0.832527147,43.45381388,19.8119288,32.32552007
07-03-2025 11:00,Urban,56.17296164,54.10655141,24.10683564,0.518287258,48.47619591,30.0818287,76.54842752
07-03-2025 12:00,Urban,28.23854218,84.71487119,25.67622194,1.023874648,20.2771587,17.17522939,55.26737142
07-03-2025 13:00,Rural,49.05003626,77.20388689,6.960310896,1.062452815,12.01447559,28.51572765,51.38860567
07-03-2025 14:00,Rural,44.90329909,78.46333485,19.91551243,0.730502099,17.73121783,21.0326222,38.94752489
07-03-2025 15:00,Urban,18.48833965,43.0301337,9.634112402,1.091252913,46.14057205,21.76732977,62.82484581
07-03-2025 16:00,Urban,35.18977805,69.24469759,22.93250104,1.112667233,21.00393588,24.14074368,34.640638
07-03-2025 17:00,Urban,41.62608315,102.4607367,34.80160479,0.435467352,24.99521355,31.53497006,51.13451458
07-03-2025 18:00,Urban,15.26438718,64.49516961,38.70093783,0.986242383,29.69483495,24.99277148,31.95529599
07-03-2025 19:00,Rural,34.60802934,66.14142745,23.62152039,0.72726342,29.97452457,24.02659229,43.72585613
07-03-2025 20:00,Urban,37.87213991,53.88541857,18.12843206,0.533763568,17.57632907,25.01397941,51.19793189
07-03-2025 21:00,Urban,67.50315088,31.9069987,28.46932432,0.98073633,44.45131489,30.42821677,71.22577624
07-03-2025 22:00,Suburban,52.34084255,77.29801593,33.98520782,0.82927001,43.12369362,23.78987197,74.08011288
07-03-2025 23:00,Rural,13.5260725,74.24704915,35.29511679,0.345602043,24.51158941,14.54349377,32.41548011
08-03-2025 00:00,Urban,30.56968738,76.79418283,15.20629352,0.440634287,14.44821754,30.59667989,54.60098108
08-03-2025 01:00,Suburban,46.25389397,84.95596568,37.01670821,1.287360196,40.0742628,27.55245014,71.74358295
08-03-2025 02:00,Rural,18.44653069,92.74927895,32.12276001,1.206720375,43.77719276,23.14185974,64.61185289
08-03-2025 03:00,Rural,37.48390912,87.42600816,27.68206394,0.445446599,38.75948537,26.0121432,48.42798529
08-03-2025 04:00,Urban,31.55186431,61.29212512,34.2836213,0.615886451,27.54781763,23.41092811,62.65392263
08-03-2025 05:00,Urban,45.24974694,100.1109709,15.75225066,0.678964542,5.648057958,22.90178607,71.88288335
08-03-2025 06:00,Suburban,44.9732123,86.59637947,15.69131143,0.785285034,45.72853478,27.69788809,38.01561772
08-03-2025 07:00,Urban,39.41761777,105.5006507,14.89106732,0.664297844,33.95269638,13.61280856,73.10429769
08-03-2025 08:00,Urban,29.40377633,69.00028873,15.33668364,0.573479273,11.81288463,16.50650589,76.53002606
08-03-2025 09:00,Rural,26.05719837,87.13686381,33.74242082,0.156007842,34.3296106,27.2866913,42.17472529
08-03-2025 10:00,Suburban,47.57905875,46.56631934,36.05753168,0.762906056,56.42188624,28.25394869,48.23707433
08-03-2025 11:00,Urban,31.51386468,69.94417035,37.06824231,0.581752627,21.93406951,17.9705155,71.41621652
08-03-2025 12:00,Suburban,18.36833022,56.55465679,6.503631354,0.798596106,27.04636862,33.03692228,57.55537519
08-03-2025 13:00,Rural,49.69061247,65.02664445,22.61569331,0.410753545,10.86961511,34.09588788,43.9591165
08-03-2025 14:00,Rural,9.220352715,52.25006903,31.40662997,0.993127005,37.22503038,14.41336704,76.07981676
08-03-2025 15:00,Urban,24.88368724,59.21647796,8.870420851,0.569072836,23.53950064,23.59216213,57.48134494
08-03-2025 16:00,Rural,56.53038194,49.999052,19.25013993,0.568601767,33.51090238,18.95614195,48.10453571
08-03-2025 17:00,Rural,45.15477756,2.866592087,41.24744461,0.106825477,23.62838384,25.40990182,76.50428837
08-03-2025 18:00,Rural,32.25169873,92.47800081,26.71299867,0.45440335,24.12540142,23.81916132,58.64564702
08-03-2025 19:00,Suburban,28.29334448,75.44656804,32.91774272,0.591813022,53.79978993,33.29434855,78.04335618
08-03-2025 20:00,Urban,46.67912988,73.30206692,17.40295975,1.102242789,0,25.41285532,38.69436206
08-03-2025 21:00,Suburban,41.56969539,75.58239814,11.1685618,0.940376601,23.64831702,27.07361979,69.36702925
08-03-2025 22:00,Rural,53.38237642,62.92379909,30.73380392,0.40681981,23.17277955,28.23189164,32.18714831
08-03-2025 23:00,Urban,36.2024433,87.74877241,28.01648397,0.315194764,28.10301251,19.52756882,72.42272488
09-03-2025 00:00,Urban,34.38490541,70.22415501,19.95815767,0.639860352,13.81137352,30.67848087,70.38131994
09-03-2025 01:00,Rural,31.30919601,21.55439682,18.79806391,1.011996338,37.92530381,21.10894356,46.90353333
09-03-2025 02:00,Suburban,42.95655291,74.02683427,22.18736172,1.346934646,41.36926706,24.9970278,78.89461121
09-03-2025 03:00,Suburban,38.18454163,64.90434651,32.06480438,0.947045365,36.8822852,25.4683528,43.93625226
09-03-2025 04:00,Urban,32.20912571,95.91214275,28.90212093,0.281285762,41.23430846,23.37128683,77.9799436
09-03-2025 05:00,Suburban,30.66096098,75.41665078,29.21635834,0.897389518,28.41848507,20.18324154,65.05961761
09-03-2025 06:00,Rural,34.69054903,59.7087742,19.82860482,1.087239441,24.96165667,39.26767136,67.27566385
09-03-2025 07:00,Urban,2.536302157,79.31561666,10.81904924,0.769133529,11.3459985,32.60897061,45.33280318
09-03-2025 08:00,Suburban,28.19867621,65.77975928,40.74440003,0.608585951,30.83048664,29.03691895,37.61899518
09-03-2025 09:00,Suburban,51.76085274,81.01026733,22.09069112,0.884629628,23.91740552,29.61112383,40.64261675
09-03-2025 10:00,Urban,36.51890054,89.23887957,23.58237293,0.334785933,46.35004107,29.53570053,34.54106038
09-03-2025 11:00,Urban,45.75881338,90.32333337,39.77249182,0.631860311,25.92468039,25.82597278,66.96604282
09-03-2025 12:00,Suburban,59.41684913,27.00077824,24.59057069,0.400550761,54.23903379,27.72286156,62.25073292
09-03-2025 13:00,Urban,48.95144713,93.95110568,13.08032262,0.597126369,28.99697247,33.03814445,43.38106696
09-03-2025 14:00,Suburban,53.58568039,59.33375304,16.76186656,0.904666242,19.11780157,23.67562696,37.22737555
09-03-2025 15:00,Rural,42.76816085,82.65767817,22.2666849,0.34196581,62.55669558,24.48057079,66.45744849
09-03-2025 16:00,Suburban,24.34734864,83.13052632,18.62549089,0.865561445,26.07791827,18.66269408,61.59932845
09-03-2025 17:00,Urban,39.68488182,79.65873756,15.84919849,0.153242917,46.51214099,22.00505245,67.05856164
09-03-2025 18:00,Rural,17.63900091,54.90768889,29.58638767,0.629043844,30.50337417,24.94666985,76.50585465
09-03-2025 19:00,Suburban,22.46693162,74.72161241,5.433132659,0.713564123,37.64073739,23.61619298,42.44609017
09-03-2025 20:00,Suburban,43.42617121,91.76403233,40.71412708,1.299497728,24.54691307,24.72664241,57.60852055
09-03-2025 21:00,Rural,34.64930501,65.19954383,41.01103154,0.623018402,21.05440237,20.65172411,41.25357494
09-03-2025 22:00,Rural,53.80637567,50.90199488,16.77472354,0.024312191,30.11161683,27.54637965,73.97174997
09-03-2025 23:00,Urban,6.315110212,88.23720256,26.50967039,0.76224897,24.19362035,30.00575353,65.62683188
10-03-2025 00:00,Urban,20.24614353,80.3124973,35.51344778,0.703169958,25.14677789,26.16139723,52.46934589
10-03-2025 01:00,Urban,32.25592359,57.88929058,9.185742461,0.930314029,29.34730575,25.23821105,33.19700751
10-03-2025 02:00,Urban,57.35433845,100.5725432,8.985504314,0.520468537,29.77716267,26.76038305,45.99671439
10-03-2025 03:00,Urban,54.78882608,12.8875511,23.70444533,0,40.80303335,30.79191791,56.22909315
10-03-2025 04:00,Rural,38.60441519,75.52646816,16.99379543,0.645704657,37.56730428,21.1185006,71.45893539
10-03-2025 05:00,Urban,61.27982857,70.53357823,8.037219513,1.308327579,0,27.13112047,77.23159148
10-03-2025 06:00,Rural,38.48350012,80.83849311,19.27256877,0.83488102,39.82416297,29.93193984,33.33049627
10-03-2025 07:00,Urban,70.15541778,77.22963939,34.45162296,0.64426281,36.12410267,27.03363611,77.13794841
10-03-2025 08:00,Urban,36.52762994,55.28158258,20.1821705,0.685862763,38.49855107,30.03277897,64.26818963
10-03-2025 09:00,Suburban,28.26512242,50.34861798,11.32606285,0.571397234,22.09329408,31.91909604,39.96844064
10-03-2025 10:00,Urban,32.32852023,101.7615013,13.06996257,0.778151138,30.72391201,16.67047221,59.16632747
10-03-2025 11:00,Suburban,39.15955945,110.9523744,16.60750423,1.116187288,22.98632405,24.95221451,55.24136231
10-03-2025 12:00,Urban,36.22958534,38.17785668,30.92053211,0.946204471,11.85795027,20.56208746,37.93338329
10-03-2025 13:00,Suburban,20.39135516,100.9991859,30.98736429,0.375901807,50.0503053,22.35417195,72.47275901
10-03-2025 14:00,Urban,40.33743747,88.84493122,11.42163266,0.870903391,29.75598215,31.61907626,35.4392884
10-03-2025 15:00,Rural,11.67552338,58.07245984,28.40906775,0.678055435,18.31129546,32.20233965,57.27919874
10-03-2025 16:00,Suburban,24.7032359,91.96943671,25.97612982,1.093360203,28.97784945,28.58624573,40.77399014
10-03-2025 17:00,Suburban,38.44661669,113.0904104,26.80427633,0.584862161,39.67463782,24.12083137,34.4047602
10-03-2025 18:00,Urban,48.05258762,56.06546915,28.57863695,0.600284243,34.46383599,24.03302406,36.06304046
10-03-2025 19:00,Rural,30.76713159,67.97897595,18.83140981,0.37000019,22.42984889,24.84277019,35.69560764
10-03-2025 20:00,Urban,52.84387212,58.07229606,40.04286085,0.515558801,10.01667388,19.68951052,43.69483213
10-03-2025 21:00,Rural,14.11822307,91.33763237,23.82308511,0.757835855,16.71294598,14.63330041,44.27723148
10-03-2025 22:00,Urban,25.39981673,64.70638142,24.26990299,1.118993576,26.20839541,25.06041897,69.44869727
10-03-2025 23:00,Suburban,40.31411293,45.77964787,23.63610282,0.635735309,17.55123638,18.04294024,73.09728132
11-03-2025 00:00,Suburban,43.02670533,76.84752566,10.97754092,0.311210429,0,30.60448915,77.76556102
11-03-2025 01:00,Urban,36.05560535,101.8349204,22.47165059,1.007812012,29.95388471,28.83506569,44.60081456
11-03-2025 02:00,Urban,46.88842979,81.04160726,34.73029971,0.278840577,38.83627215,22.75633242,72.56747831
